version,session,click_on_target
Interact,121,TRUE
Interact,122,FALSE
Interact,123,FALSE
Interact,124,FALSE
Interact,125,FALSE
Interact,126,FALSE
Interact,127,FALSE
Interact,128,FALSE
Interact,129,FALSE
Interact,130,FALSE
Interact,131,FALSE
Interact,132,TRUE
Interact,133,FALSE
Interact,134,FALSE
Interact,135,FALSE
Interact,136,FALSE
Interact,137,FALSE
Interact,138,FALSE
Interact,139,FALSE
Interact,140,FALSE
Interact,141,FALSE
Interact,142,FALSE
Interact,143,FALSE
Interact,144,FALSE
Interact,145,FALSE
Interact,146,FALSE
Interact,147,FALSE
Interact,148,FALSE
Interact,149,FALSE
Interact,150,FALSE
Interact,151,FALSE
Interact,152,FALSE
Interact,153,FALSE
Interact,154,FALSE
Interact,155,FALSE
Interact,156,FALSE
Interact,157,FALSE
Interact,158,FALSE
Interact,159,FALSE
Interact,160,FALSE
Interact,161,FALSE
Interact,162,FALSE
Interact,163,FALSE
Interact,164,FALSE
Interact,165,FALSE
Interact,166,FALSE
Interact,167,FALSE
Interact,168,FALSE
Interact,169,FALSE
Interact,170,FALSE
Interact,171,FALSE
Interact,172,FALSE
Interact,173,FALSE
Interact,174,FALSE
Interact,175,FALSE
Interact,176,FALSE
Interact,177,FALSE
Interact,178,FALSE
Interact,179,FALSE
Interact,180,FALSE
Interact,181,FALSE
Interact,182,FALSE
Interact,183,FALSE
Interact,184,FALSE
Interact,185,FALSE
Interact,186,FALSE
Interact,187,FALSE
Interact,188,FALSE
Interact,189,FALSE
Interact,190,FALSE
Interact,191,FALSE
Interact,192,FALSE
Interact,193,FALSE
Interact,194,FALSE
Interact,195,FALSE
Interact,196,FALSE
Interact,197,FALSE
Interact,198,FALSE
Interact,199,FALSE
Interact,200,FALSE
Interact,201,FALSE
Interact,202,FALSE
Interact,203,FALSE
Interact,204,FALSE
Interact,205,FALSE
Interact,206,FALSE
Interact,207,FALSE
Interact,208,FALSE
Interact,209,FALSE
Interact,210,TRUE
Interact,211,FALSE
Interact,212,FALSE
Interact,213,FALSE
Interact,214,FALSE
Interact,215,FALSE
Interact,216,FALSE
Interact,217,FALSE
Interact,218,FALSE
Interact,219,FALSE
Interact,220,FALSE
Interact,221,FALSE
Interact,222,FALSE
Interact,223,FALSE
Interact,224,FALSE
Interact,225,FALSE
Interact,226,FALSE
Interact,227,FALSE
Interact,228,FALSE
Interact,229,FALSE
Interact,230,FALSE
Interact,231,FALSE
Interact,232,FALSE
Interact,233,FALSE
Interact,234,FALSE
Interact,235,FALSE
Interact,236,FALSE
Interact,237,FALSE
Interact,238,FALSE
Interact,239,FALSE
Interact,240,FALSE
Interact,241,FALSE
Interact,242,TRUE
Interact,243,FALSE
Interact,244,FALSE
Interact,245,FALSE
Interact,246,TRUE
Interact,247,FALSE
Interact,248,FALSE
Interact,249,FALSE
Interact,250,FALSE
Interact,251,FALSE
Interact,252,FALSE
Interact,253,FALSE
Interact,254,TRUE
Interact,255,FALSE
Interact,256,FALSE
Interact,257,FALSE
Interact,258,FALSE
Interact,259,FALSE
Interact,260,FALSE
Interact,261,FALSE
Interact,262,FALSE
Interact,263,FALSE
Interact,264,FALSE
Interact,265,TRUE
Interact,266,FALSE
Interact,267,FALSE
Interact,268,FALSE
Interact,269,FALSE
Interact,270,FALSE
Interact,271,FALSE
Interact,272,FALSE
Interact,273,FALSE
Interact,274,FALSE
Interact,275,FALSE
Interact,276,TRUE
Interact,277,FALSE
Interact,278,FALSE
Interact,279,FALSE
Interact,280,FALSE
Interact,281,FALSE
Interact,282,FALSE
Interact,283,FALSE
Interact,284,FALSE
Interact,285,FALSE
Interact,286,FALSE
Interact,287,FALSE
Interact,288,FALSE
Interact,289,FALSE
Interact,290,FALSE
Interact,291,FALSE
Interact,292,FALSE
Interact,293,FALSE
Interact,294,FALSE
Interact,295,FALSE
Interact,296,FALSE
Interact,297,FALSE
Interact,298,FALSE
Interact,299,FALSE
Interact,300,FALSE
Interact,301,FALSE
Interact,302,FALSE
Interact,303,FALSE
Interact,304,FALSE
Interact,305,FALSE
Interact,306,FALSE
Interact,307,FALSE
Interact,308,FALSE
Interact,309,FALSE
Interact,310,FALSE
Interact,311,FALSE
Interact,312,FALSE
Interact,313,FALSE
Interact,314,FALSE
Interact,315,FALSE
Interact,316,FALSE
Interact,317,FALSE
Interact,318,FALSE
Interact,319,FALSE
Interact,320,FALSE
Interact,321,FALSE
Interact,322,FALSE
Interact,323,FALSE
Interact,324,FALSE
Interact,325,FALSE
Interact,326,FALSE
Interact,327,FALSE
Interact,328,FALSE
Interact,329,FALSE
Interact,330,FALSE
Interact,331,FALSE
Interact,332,FALSE
Interact,333,FALSE
Interact,334,FALSE
Interact,335,FALSE
Interact,336,FALSE
Interact,337,FALSE
Interact,338,FALSE
Interact,339,FALSE
Interact,340,FALSE
Interact,341,FALSE
Interact,342,FALSE
Interact,343,FALSE
Interact,344,FALSE
Interact,345,FALSE
Interact,346,FALSE
Interact,347,FALSE
Interact,348,FALSE
Interact,349,FALSE
Interact,350,FALSE
Interact,351,FALSE
Interact,352,FALSE
Interact,353,FALSE
Interact,354,TRUE
Interact,355,FALSE
Interact,356,FALSE
Interact,357,FALSE
Interact,358,FALSE
Interact,359,FALSE
Interact,360,FALSE
Interact,361,FALSE
Interact,362,FALSE
Interact,363,FALSE
Interact,364,FALSE
Interact,365,FALSE
Interact,366,FALSE
Interact,367,FALSE
Interact,368,FALSE
Interact,369,FALSE
Interact,370,FALSE
Interact,371,FALSE
Interact,372,TRUE
Interact,373,FALSE
Interact,374,FALSE
Interact,375,FALSE
Interact,376,FALSE
Interact,377,TRUE
Interact,378,FALSE
Interact,379,FALSE
Interact,380,FALSE
Interact,381,FALSE
Interact,382,FALSE
Interact,383,FALSE
Interact,384,FALSE
Interact,385,FALSE
Interact,386,FALSE
Interact,387,FALSE
Interact,388,FALSE
Interact,389,FALSE
Interact,390,FALSE
Interact,391,FALSE
Interact,392,FALSE
Interact,393,FALSE
Interact,394,FALSE
Interact,395,FALSE
Interact,396,FALSE
Interact,397,FALSE
Interact,398,FALSE
Interact,399,FALSE
Interact,400,FALSE
Interact,401,FALSE
Interact,402,FALSE
Interact,403,FALSE
Interact,404,FALSE
Interact,405,FALSE
Interact,406,FALSE
Interact,407,FALSE
Interact,408,FALSE
Interact,409,FALSE
Interact,410,FALSE
Interact,411,FALSE
Interact,412,FALSE
Interact,413,FALSE
Interact,414,FALSE
Interact,415,FALSE
Interact,416,FALSE
Interact,417,FALSE
Interact,418,FALSE
Interact,419,FALSE
Interact,420,FALSE
Interact,421,FALSE
Interact,422,FALSE
Interact,423,FALSE
Interact,424,FALSE
Interact,425,FALSE
Interact,426,FALSE
Interact,427,FALSE
Interact,428,FALSE
Interact,429,FALSE
Interact,430,FALSE
Interact,431,FALSE
Interact,432,FALSE
Interact,433,FALSE
Interact,434,FALSE
Interact,435,FALSE
Interact,436,FALSE
Interact,437,FALSE
Interact,438,FALSE
Interact,439,FALSE
Interact,440,FALSE
Interact,441,FALSE
Interact,442,FALSE
Interact,443,FALSE
Interact,444,FALSE
Interact,445,FALSE
Interact,446,FALSE
Interact,447,FALSE
Interact,448,FALSE
Interact,449,FALSE
Interact,450,FALSE
Interact,451,FALSE
Interact,452,FALSE
Interact,453,FALSE
Interact,454,FALSE
Interact,455,FALSE
Interact,456,FALSE
Interact,457,FALSE
Interact,458,FALSE
Interact,459,FALSE
Interact,460,FALSE
Interact,461,FALSE
Interact,462,FALSE
Interact,463,FALSE
Interact,464,FALSE
Interact,465,FALSE
Interact,466,FALSE
Interact,467,FALSE
Interact,468,FALSE
Interact,469,FALSE
Interact,470,FALSE
Interact,471,FALSE
Interact,472,FALSE
Interact,473,FALSE
Interact,474,FALSE
Interact,475,FALSE
Interact,476,FALSE
Interact,477,FALSE
Interact,478,FALSE
Interact,479,FALSE
Interact,480,TRUE
Interact,481,FALSE
Interact,482,FALSE
Interact,483,FALSE
Interact,484,FALSE
Interact,485,FALSE
Interact,486,FALSE
Interact,487,FALSE
Interact,488,FALSE
Interact,489,FALSE
Interact,490,FALSE
Interact,491,FALSE
Interact,492,FALSE
Interact,493,FALSE
Interact,494,FALSE
Interact,495,FALSE
Interact,496,FALSE
Interact,497,FALSE
Interact,498,FALSE
Interact,499,FALSE
Interact,500,FALSE
Interact,501,FALSE
Interact,502,FALSE
Interact,503,FALSE
Interact,504,FALSE
Interact,505,FALSE
Interact,506,FALSE
Interact,507,FALSE
Interact,508,FALSE
Interact,509,FALSE
Interact,510,FALSE
Interact,511,FALSE
Interact,512,FALSE
Interact,513,FALSE
Interact,514,FALSE
Interact,515,FALSE
Interact,516,FALSE
Interact,517,FALSE
Interact,518,FALSE
Interact,519,FALSE
Interact,520,FALSE
Interact,521,FALSE
Interact,522,FALSE
Interact,523,FALSE
Interact,524,FALSE
Interact,525,FALSE
Interact,526,TRUE
Interact,527,FALSE
Interact,528,FALSE
Interact,529,FALSE
Interact,530,FALSE
Interact,531,FALSE
Interact,532,FALSE
Interact,533,FALSE
Interact,534,FALSE
Interact,535,FALSE
Interact,536,FALSE
Interact,537,FALSE
Interact,538,FALSE
Interact,539,FALSE
Interact,540,FALSE
Interact,541,FALSE
Interact,542,FALSE
Interact,543,FALSE
Interact,544,FALSE
Interact,545,FALSE
Interact,546,TRUE
Interact,547,FALSE
Interact,548,FALSE
Interact,549,FALSE
Interact,550,FALSE
Interact,551,FALSE
Interact,552,FALSE
Interact,553,FALSE
Interact,554,FALSE
Interact,555,FALSE
Interact,556,FALSE
Interact,557,FALSE
Interact,558,FALSE
Interact,559,FALSE
Interact,560,FALSE
Interact,561,FALSE
Interact,562,FALSE
Interact,563,FALSE
Interact,564,FALSE
Interact,565,FALSE
Interact,566,FALSE
Interact,567,FALSE
Interact,568,FALSE
Interact,569,FALSE
Interact,570,FALSE
Interact,571,FALSE
Interact,572,FALSE
Interact,573,FALSE
Interact,574,FALSE
Interact,575,FALSE
Interact,576,FALSE
Interact,577,FALSE
Interact,578,FALSE
Interact,579,FALSE
Interact,580,FALSE
Interact,581,FALSE
Interact,582,FALSE
Interact,583,TRUE
Interact,584,FALSE
Interact,585,FALSE
Interact,586,FALSE
Interact,587,FALSE
Interact,588,FALSE
Interact,589,FALSE
Interact,590,FALSE
Interact,591,FALSE
Interact,592,FALSE
Interact,593,FALSE
Interact,594,FALSE
Interact,595,FALSE
Interact,596,FALSE
Interact,597,FALSE
Interact,598,FALSE
Interact,599,FALSE
Interact,600,FALSE
Interact,601,FALSE
Interact,602,FALSE
Interact,603,FALSE
Interact,604,FALSE
Interact,605,FALSE
Interact,606,FALSE
Interact,607,FALSE
Interact,608,FALSE
Interact,609,FALSE
Interact,610,FALSE
Interact,611,FALSE
Interact,612,FALSE
Interact,613,FALSE
Interact,614,FALSE
Interact,615,FALSE
Interact,616,FALSE
Interact,617,FALSE
Interact,618,FALSE
Interact,619,FALSE
Interact,620,FALSE
Interact,621,FALSE
Interact,622,FALSE
Interact,623,FALSE
Interact,624,FALSE
Interact,625,FALSE
Interact,626,FALSE
Interact,627,FALSE
Interact,628,FALSE
Interact,629,FALSE
Interact,630,FALSE
Interact,631,FALSE
Interact,632,FALSE
Interact,633,FALSE
Interact,634,FALSE
Interact,635,FALSE
Interact,636,FALSE
Interact,637,FALSE
Interact,638,FALSE
Interact,639,FALSE
Interact,640,FALSE
Interact,641,FALSE
Interact,642,FALSE
Interact,643,FALSE
Interact,644,FALSE
Interact,645,FALSE
Interact,646,FALSE
Interact,647,FALSE
Interact,648,FALSE
Interact,649,FALSE
Interact,650,FALSE
Interact,651,FALSE
Interact,652,FALSE
Interact,653,FALSE
Interact,654,FALSE
Interact,655,FALSE
Interact,656,FALSE
Interact,657,FALSE
Interact,658,FALSE
Interact,659,FALSE
Interact,660,FALSE
Interact,661,FALSE
Interact,662,FALSE
Interact,663,FALSE
Interact,664,FALSE
Interact,665,FALSE
Interact,666,FALSE
Interact,667,FALSE
Interact,668,FALSE
Interact,669,FALSE
Interact,670,FALSE
Interact,671,FALSE
Interact,672,FALSE
Interact,673,FALSE
Interact,674,FALSE
Interact,675,FALSE
Interact,676,FALSE
Interact,677,FALSE
Interact,678,TRUE
Interact,679,FALSE
Interact,680,FALSE
Interact,681,FALSE
Interact,682,FALSE
Interact,683,FALSE
Interact,684,FALSE
Interact,685,FALSE
Interact,686,FALSE
Interact,687,FALSE
Interact,688,FALSE
Interact,689,FALSE
Interact,690,FALSE
Interact,691,FALSE
Interact,692,FALSE
Interact,693,FALSE
Interact,694,FALSE
Interact,695,FALSE
Interact,696,FALSE
Interact,697,FALSE
Interact,698,FALSE
Interact,699,FALSE
Interact,700,FALSE
Interact,701,FALSE
Interact,702,FALSE
Interact,703,FALSE
Interact,704,FALSE
Interact,705,FALSE
Interact,706,FALSE
Interact,707,FALSE
Interact,708,FALSE
Interact,709,FALSE
Interact,710,FALSE
Interact,711,FALSE
Interact,712,FALSE
Interact,713,TRUE
Interact,714,FALSE
Interact,715,FALSE
Interact,716,FALSE
Interact,717,FALSE
Interact,718,FALSE
Interact,719,FALSE
Interact,720,FALSE
Interact,721,FALSE
Interact,722,FALSE
Interact,723,FALSE
Interact,724,FALSE
Interact,725,FALSE
Interact,726,FALSE
Interact,727,FALSE
Interact,728,FALSE
Interact,729,FALSE
Interact,730,FALSE
Interact,731,FALSE
Interact,732,FALSE
Interact,733,FALSE
Interact,734,FALSE
Interact,735,FALSE
Interact,736,FALSE
Interact,737,FALSE
Interact,738,FALSE
Interact,739,FALSE
Interact,740,FALSE
Interact,741,FALSE
Interact,742,FALSE
Interact,743,FALSE
Interact,744,FALSE
Interact,745,FALSE
Interact,746,FALSE
Interact,747,FALSE
Interact,748,FALSE
Interact,749,FALSE
Interact,750,FALSE
Interact,751,FALSE
Interact,752,FALSE
Interact,753,FALSE
Interact,754,FALSE
Interact,755,FALSE
Interact,756,FALSE
Interact,757,FALSE
Interact,758,FALSE
Interact,759,FALSE
Interact,760,FALSE
Interact,761,TRUE
Interact,762,FALSE
Interact,763,FALSE
Interact,764,FALSE
Interact,765,FALSE
Interact,766,FALSE
Interact,767,FALSE
Interact,768,FALSE
Interact,769,FALSE
Interact,770,FALSE
Interact,771,FALSE
Interact,772,FALSE
Interact,773,FALSE
Interact,774,FALSE
Interact,775,FALSE
Interact,776,FALSE
Interact,777,FALSE
Interact,778,FALSE
Interact,779,FALSE
Interact,780,FALSE
Interact,781,FALSE
Interact,782,FALSE
Interact,783,FALSE
Interact,784,FALSE
Interact,785,FALSE
Interact,786,FALSE
Interact,787,FALSE
Interact,788,FALSE
Interact,789,FALSE
Interact,790,FALSE
Interact,791,FALSE
Interact,792,FALSE
Interact,793,FALSE
Interact,794,FALSE
Interact,795,FALSE
Interact,796,FALSE
Interact,797,FALSE
Interact,798,FALSE
Interact,799,FALSE
Interact,800,FALSE
Interact,801,FALSE
Interact,802,FALSE
Interact,803,FALSE
Interact,804,FALSE
Interact,805,FALSE
Interact,806,FALSE
Interact,807,FALSE
Interact,808,FALSE
Interact,809,FALSE
Interact,810,FALSE
Interact,811,FALSE
Interact,812,FALSE
Interact,813,FALSE
Interact,814,FALSE
Interact,815,FALSE
Interact,816,FALSE
Interact,817,FALSE
Interact,818,FALSE
Interact,819,FALSE
Interact,820,FALSE
Interact,821,FALSE
Interact,822,FALSE
Interact,823,FALSE
Interact,824,FALSE
Interact,825,FALSE
Interact,826,FALSE
Interact,827,FALSE
Interact,828,FALSE
Interact,829,FALSE
Interact,830,FALSE
Interact,831,FALSE
Interact,832,FALSE
Interact,833,FALSE
Interact,834,FALSE
Interact,835,FALSE
Interact,836,FALSE
Interact,837,FALSE
Interact,838,FALSE
Interact,839,FALSE
Interact,840,FALSE
Interact,841,FALSE
Interact,842,FALSE
Interact,843,FALSE
Interact,844,FALSE
Interact,845,FALSE
Interact,846,FALSE
Interact,847,FALSE
Interact,848,FALSE
Interact,849,FALSE
Interact,850,FALSE
Interact,851,FALSE
Interact,852,FALSE
Interact,853,FALSE
Interact,854,FALSE
Interact,855,FALSE
Interact,856,FALSE
Interact,857,FALSE
Interact,858,FALSE
Interact,859,FALSE
Interact,860,TRUE
Interact,861,FALSE
Interact,862,FALSE
Interact,863,FALSE
Interact,864,TRUE
Interact,865,FALSE
Interact,866,FALSE
Interact,867,FALSE
Interact,868,FALSE
Interact,869,FALSE
Interact,870,FALSE
Interact,871,FALSE
Interact,872,FALSE
Interact,873,FALSE
Interact,874,FALSE
Interact,875,FALSE
Interact,876,FALSE
Interact,877,FALSE
Interact,878,FALSE
Interact,879,FALSE
Interact,880,FALSE
Interact,881,FALSE
Interact,882,FALSE
Interact,883,FALSE
Interact,884,FALSE
Interact,885,FALSE
Interact,886,FALSE
Interact,887,FALSE
Interact,888,FALSE
Interact,889,FALSE
Interact,890,FALSE
Interact,891,FALSE
Interact,892,FALSE
Interact,893,TRUE
Interact,894,FALSE
Interact,895,FALSE
Interact,896,FALSE
Interact,897,FALSE
Interact,898,FALSE
Interact,899,FALSE
Interact,900,FALSE
Interact,901,FALSE
Interact,902,FALSE
Interact,903,FALSE
Interact,904,FALSE
Interact,905,TRUE
Interact,906,FALSE
Interact,907,FALSE
Interact,908,FALSE
Interact,909,FALSE
Interact,910,FALSE
Interact,911,FALSE
Interact,912,FALSE
Interact,913,FALSE
Interact,914,FALSE
Interact,915,FALSE
Interact,916,FALSE
Interact,917,FALSE
Interact,918,FALSE
Interact,919,FALSE
Interact,920,FALSE
Interact,921,FALSE
Interact,922,FALSE
Interact,923,FALSE
Interact,924,FALSE
Interact,925,FALSE
Interact,926,FALSE
Interact,927,FALSE
Interact,928,FALSE
Interact,929,TRUE
Interact,930,FALSE
Interact,931,FALSE
Interact,932,FALSE
Interact,933,FALSE
Interact,934,FALSE
Interact,935,FALSE
Interact,936,FALSE
Interact,937,FALSE
Interact,938,FALSE
Interact,939,FALSE
Interact,940,FALSE
Interact,941,FALSE
Interact,942,FALSE
Interact,943,FALSE
Interact,944,FALSE
Interact,945,FALSE
Interact,946,FALSE
Interact,947,FALSE
Interact,948,FALSE
Interact,949,FALSE
Interact,950,FALSE
Interact,951,FALSE
Interact,952,FALSE
Interact,953,FALSE
Interact,954,FALSE
Interact,955,FALSE
Interact,956,FALSE
Interact,957,FALSE
Interact,958,FALSE
Interact,959,FALSE
Interact,960,FALSE
Interact,961,FALSE
Interact,962,FALSE
Interact,963,FALSE
Interact,964,FALSE
Interact,965,FALSE
Interact,966,FALSE
Interact,967,FALSE
Interact,968,FALSE
Interact,969,FALSE
Interact,970,FALSE
Interact,971,FALSE
Interact,972,FALSE
Interact,973,FALSE
Interact,974,FALSE
Interact,975,FALSE
Interact,976,FALSE
Interact,977,TRUE
Interact,978,FALSE
Interact,979,FALSE
Interact,980,FALSE
Interact,981,FALSE
Interact,982,FALSE
Interact,983,FALSE
Interact,984,FALSE
Interact,985,TRUE
Interact,986,FALSE
Interact,987,FALSE
Interact,988,FALSE
Interact,989,FALSE
Interact,990,FALSE
Interact,991,FALSE
Interact,992,FALSE
Interact,993,FALSE
Interact,994,FALSE
Interact,995,TRUE
Interact,996,FALSE
Interact,997,FALSE
Interact,998,FALSE
Interact,999,FALSE
Interact,1000,FALSE
Interact,1001,FALSE
Interact,1002,FALSE
Interact,1003,FALSE
Interact,1004,FALSE
Interact,1005,FALSE
Interact,1006,FALSE
Interact,1007,FALSE
Interact,1008,TRUE
Interact,1009,FALSE
Interact,1010,FALSE
Interact,1011,FALSE
Interact,1012,FALSE
Interact,1013,FALSE
Interact,1014,FALSE
Interact,1015,FALSE
Interact,1016,FALSE
Interact,1017,FALSE
Interact,1018,FALSE
Interact,1019,FALSE
Interact,1020,FALSE
Interact,1021,FALSE
Interact,1022,FALSE
Interact,1023,FALSE
Interact,1024,FALSE
Interact,1025,FALSE
Interact,1026,FALSE
Interact,1027,FALSE
Interact,1028,FALSE
Interact,1029,FALSE
Interact,1030,FALSE
Interact,1031,FALSE
Interact,1032,TRUE
Interact,1033,FALSE
Interact,1034,FALSE
Interact,1035,FALSE
Interact,1036,FALSE
Interact,1037,FALSE
Interact,1038,FALSE
Interact,1039,FALSE
Interact,1040,FALSE
Interact,1041,FALSE
Interact,1042,FALSE
Interact,1043,FALSE
Interact,1044,FALSE
Interact,1045,FALSE
Interact,1046,FALSE
Interact,1047,FALSE
Interact,1048,FALSE
Interact,1049,FALSE
Interact,1050,FALSE
Interact,1051,FALSE
Interact,1052,FALSE
Interact,1053,FALSE
Interact,1054,FALSE
Interact,1055,FALSE
Interact,1056,FALSE
Interact,1057,FALSE
Interact,1058,FALSE
Interact,1059,FALSE
Interact,1060,TRUE
Interact,1061,FALSE
Interact,1062,FALSE
Interact,1063,FALSE
Interact,1064,FALSE
Interact,1065,FALSE
Interact,1066,FALSE
Interact,1067,FALSE
Interact,1068,FALSE
Interact,1069,FALSE
Interact,1070,FALSE
Interact,1071,FALSE
Interact,1072,FALSE
Interact,1073,FALSE
Interact,1074,FALSE
Interact,1075,FALSE
Interact,1076,FALSE
Interact,1077,FALSE
Interact,1078,FALSE
Interact,1079,TRUE
Interact,1080,FALSE
Interact,1081,FALSE
Interact,1082,FALSE
Interact,1083,FALSE
Interact,1084,FALSE
Interact,1085,TRUE
Interact,1086,FALSE
Interact,1087,FALSE
Interact,1088,FALSE
Interact,1089,FALSE
Interact,1090,FALSE
Interact,1091,FALSE
Interact,1092,FALSE
Interact,1093,FALSE
Interact,1094,FALSE
Interact,1095,FALSE
Interact,1096,FALSE
Interact,1097,FALSE
Interact,1098,FALSE
Interact,1099,FALSE
Interact,1100,FALSE
Interact,1101,FALSE
Interact,1102,FALSE
Interact,1103,FALSE
Interact,1104,FALSE
Interact,1105,FALSE
Interact,1106,FALSE
Interact,1107,FALSE
Interact,1108,FALSE
Interact,1109,FALSE
Interact,1110,FALSE
Interact,1111,FALSE
Interact,1112,FALSE
Interact,1113,FALSE
Interact,1114,FALSE
Interact,1115,FALSE
Interact,1116,FALSE
Interact,1117,FALSE
Interact,1118,FALSE
Interact,1119,FALSE
Interact,1120,FALSE
Interact,1121,FALSE
Interact,1122,FALSE
Interact,1123,FALSE
Interact,1124,FALSE
Interact,1125,FALSE
Interact,1126,FALSE
Interact,1127,FALSE
Interact,1128,FALSE
Interact,1129,FALSE
Interact,1130,FALSE
Interact,1131,FALSE
Interact,1132,FALSE
Interact,1133,FALSE
Interact,1134,FALSE
Interact,1135,FALSE
Interact,1136,FALSE
Interact,1137,FALSE
Interact,1138,FALSE
Interact,1139,FALSE
Interact,1140,FALSE
Interact,1141,FALSE
Interact,1142,FALSE
Interact,1143,FALSE
Interact,1144,FALSE
Interact,1145,FALSE
Interact,1146,FALSE
Interact,1147,FALSE
Interact,1148,FALSE
Interact,1149,FALSE
Interact,1150,FALSE
Interact,1151,FALSE
Interact,1152,FALSE
Interact,1153,FALSE
Interact,1154,TRUE
Interact,1155,FALSE
Interact,1156,FALSE
Interact,1157,FALSE
Interact,1158,FALSE
Interact,1159,FALSE
Interact,1160,FALSE
Interact,1161,FALSE
Interact,1162,FALSE
Interact,1163,FALSE
Interact,1164,FALSE
Interact,1165,FALSE
Interact,1166,FALSE
Interact,1167,FALSE
Interact,1168,FALSE
Interact,1169,FALSE
Interact,1170,FALSE
Interact,1171,FALSE
Interact,1172,FALSE
Interact,1173,FALSE
Interact,1174,FALSE
Interact,1175,FALSE
Interact,1176,FALSE
Interact,1177,FALSE
Interact,1178,FALSE
Interact,1179,TRUE
Interact,1180,FALSE
Interact,1181,FALSE
Interact,1182,FALSE
Interact,1183,FALSE
Interact,1184,FALSE
Interact,1185,FALSE
Interact,1186,FALSE
Interact,1187,FALSE
Interact,1188,FALSE
Interact,1189,FALSE
Interact,1190,FALSE
Interact,1191,FALSE
Interact,1192,FALSE
Interact,1193,FALSE
Interact,1194,FALSE
Interact,1195,FALSE
Interact,1196,FALSE
Interact,1197,FALSE
Interact,1198,FALSE
Interact,1199,FALSE
Interact,1200,FALSE
Interact,1201,FALSE
Interact,1202,FALSE
Interact,1203,FALSE
Interact,1204,FALSE
Interact,1205,FALSE
Interact,1206,FALSE
Interact,1207,FALSE
Interact,1208,FALSE
Interact,1209,FALSE
Interact,1210,FALSE
Interact,1211,FALSE
Interact,1212,FALSE
Interact,1213,FALSE
Interact,1214,FALSE
Interact,1215,FALSE
Interact,1216,FALSE
Interact,1217,FALSE
Interact,1218,FALSE
Interact,1219,FALSE
Interact,1220,FALSE
Interact,1221,FALSE
Interact,1222,FALSE
Interact,1223,FALSE
Interact,1224,FALSE
Interact,1225,FALSE
Interact,1226,FALSE
Interact,1227,FALSE
Interact,1228,FALSE
Interact,1229,FALSE
Interact,1230,FALSE
Interact,1231,FALSE
Interact,1232,FALSE
Interact,1233,FALSE
Interact,1234,FALSE
Interact,1235,FALSE
Interact,1236,FALSE
Interact,1237,FALSE
Interact,1238,FALSE
Interact,1239,FALSE
Interact,1240,FALSE
Interact,1241,FALSE
Interact,1242,FALSE
Interact,1243,FALSE
Interact,1244,FALSE
Interact,1245,FALSE
Interact,1246,FALSE
Interact,1247,FALSE
Interact,1248,FALSE
